mk	chr.x	cM	mk.chr	start	stop	chr.y	recombinants	ord.by.chr	bin.length	bin.mid	cM.Mb
2.32	2	22.59	2	15500001	16000000	2	0	32	500000	15750001	0
2.33	2	22.59	2	16000001	17000000	2	0	33	1000000	16500001	0
2.34	2	22.59	2	17000001	18000000	2	0	34	1000000	17500001	0
2.35	2	22.59	2	18000001	19000000	2	0	35	1000000	18500001	0
2.36	2	22.59	2	19000001	20000000	2	0	36	1000000	19500001	0
2.37	2	22.59	2	20000001	21000000	2	0	37	1000000	20500001	0
2.38	2	22.59	2	21000001	22000000	2	0	38	1000000	21500001	0
2.39	2	22.59	2	22000001	23000000	2	0	39	1000000	22500001	0
2.4	2	22.59	2	23000001	24000000	2	0	40	1000000	23500001	0
2.41	2	22.59	2	24000001	25000000	2	0	41	1000000	24500001	0
2.42	2	22.59	2	25000001	26000000	2	0	42	1000000	25500001	0
2.43	2	22.59	2	26000001	27000000	2	0	43	1000000	26500001	0
2.44	2	22.59	2	27000001	28000000	2	0.0796178343949045	44	1000000	27500001	0.0796178343949045
2.45	2	22.75	2	28000001	29000000	2	0.159235668789809	45	1000000	28500001	0.159235668789809
2.46	2	23.01	2	29000001	30000000	2	0.477707006369427	46	1000000	29500001	0.477707006369427
2.47	2	23.54	2	30000001	31000000	2	0.557324840764331	47	1000000	30500001	0.557324840764331
2.48	2	24.08	2	31000001	32000000	2	0.636942675159236	48	1000000	31500001	0.636942675159236
2.49	2	25.14	2	32000001	33000000	2	0.796178343949045	49	1000000	32500001	0.796178343949045
2.5	2	25.62	2	33000001	34000000	2	1.11464968152866	50	1000000	33500001	1.11464968152866
2.51	2	27.06	2	34000001	35000000	2	1.51273885350318	51	1000000	34500001	1.51273885350318
2.52	2	28.29	2	35000001	35500000	2	1.59235668789809	52	500000	35250001	3.18471337579618
2.53	2	29.55	2	35500001	36000000	2	1.59235668789809	53	500000	35750001	3.18471337579618
2.54	2	31.6	2	36000001	36500000	2	1.7515923566879	54	500000	36250001	3.5031847133758
2.55	2	33.22	2	36500001	37000000	2	2.22929936305732	55	500000	36750001	4.45859872611465
2.56	2	36.01	2	37000001	37500000	2	2.62738853503185	56	500000	37250001	5.25477707006369
2.57	2	38.84	2	37500001	38000000	2	2.14968152866242	57	500000	37750001	4.29936305732484
2.58	2	39.66	2	38000001	38500000	2	0.955414012738854	58	500000	38250001	1.91082802547771
2.59	2	40.74	2	38500001	39000000	2	1.91082802547771	59	500000	38750001	3.82165605095541
2.6	2	43.66	2	39000001	39500000	2	1.99044585987261	60	500000	39250001	3.98089171974522
2.61	2	44.54	2	39500001	40000000	2	3.18471337579618	61	500000	39750001	6.36942675159236
2.62	2	49.43	2	40000001	40500000	2	3.74203821656051	62	500000	40250001	7.48407643312102
2.63	2	52.58	2	40500001	41000000	2	3.18471337579618	63	500000	40750001	6.36942675159236
2.64	2	55.18	2	41000001	41500000	2	3.10509554140127	64	500000	41250001	6.21019108280255
2.65	2	58.58	2	41500001	42000000	2	1.91082802547771	65	500000	41750001	3.82165605095541
2.66	2	60.59	2	42000001	42500000	2	2.70700636942675	66	500000	42250001	5.4140127388535
2.67	2	62.4	2	42500001	43181631	2	1.59235668789809	67	681631	42840816.5	2.33609781230327
3.001	3	2.55653613	3	1	500000	3	2.38853503184713	7	500000	250001	4.77707006369427
3.006	3	0.0000001	3	500001	1000000	3	2.22929936305732	2	500000	750001	4.45859872611465
3.011	3	5.096090869	3	1000001	1500000	3	1.67197452229299	11	500000	1250001	3.34394904458599
3.012	3	8.219387779	3	1500001	2000000	3	2.07006369426752	12	500000	1750001	4.14012738853503
3.013	3	8.561200597	3	2000001	2500000	3	1.99044585987261	13	500000	2250001	3.98089171974522
3.014	3	12.28264557	3	2500001	3000000	3	3.5031847133758	14	500000	2750001	7.00636942675159
3.015	3	15.19714327	3	3000001	3500000	3	1.99044585987261	15	500000	3250001	3.98089171974522
3.016	3	16.40536917	3	3500001	4000000	3	2.38853503184713	16	500000	3750001	4.77707006369427
3.017	3	19.60922105	3	4000001	4500000	3	1.7515923566879	17	500000	4250001	3.5031847133758
3.018	3	20.13325206	3	4500001	5000000	3	0.796178343949045	18	500000	4750001	1.59235668789809
3.019	3	21.00502656	3	5000001	5500000	3	0.557324840764331	19	500000	5250001	1.11464968152866
3.02	3	21.65613829	3	5500001	6000000	3	0.71656050955414	20	500000	5750001	1.43312101910828
3.021	3	22.19145376	3	6000001	6500000	3	0.238853503184713	21	500000	6250001	0.477707006369427
3.022	3	22.191454	3	6500001	7000000	3	1.11464968152866	22	500000	6750001	2.22929936305732
3.023	3	23.45831007	3	7000001	7500000	3	0.71656050955414	23	500000	7250001	1.43312101910828
3.024	3	24.55194708	3	7500001	8000000	3	0.71656050955414	24	500000	7750001	1.43312101910828
3.025	3	24.55194718	3	8000001	8500000	3	0.398089171974522	25	500000	8250001	0.796178343949045
3.026	3	25.03077198	3	8500001	9000000	3	0.159235668789809	26	500000	8750001	0.318471337579618
3.027	3	25.18998474	3	9000001	9500000	3	0.238853503184713	27	500000	9250001	0.477707006369427
3.032	3	26.46525668	3	9500001	10000000	3	0.477707006369427	58	500000	9750001	0.955414012738854
3.037	3	25.98713321	3	10000001	10500000	3	0.159235668789809	53	500000	10250001	0.318471337579618
3.042	3	25.82775783	3	10500001	11000000	3	0.238853503184713	48	500000	10750001	0.477707006369427
3.047	3	26.62462972	3	11000001	11500000	3	0	64	500000	11250001	0
3.052	3	25.66838307	3	11500001	12000000	3	0	42	500000	11750001	0
3.057	3	25.50900902	3	12000001	12500000	3	0.398089171974522	34	500000	12250001	0.796178343949045
3.062	3	26.62463022	3	12500001	13000000	3	0	69	500000	12750001	0
3.067	3	25.66838277	3	13000001	13500000	3	0.398089171974522	39	500000	13250001	0.796178343949045
3.072	3	26.62463092	3	13500001	14000000	3	0	76	500000	13750001	0
3.077	3	26.62463142	3	14000001	14500000	3	0	81	500000	14250001	0
3.078	3	26.62463152	3	14500001	15000000	3	0	82	500000	14750001	0
3.079	3	26.62463162	3	15000001	15500000	3	0	83	500000	15250001	0
3.08	3	26.62463172	3	15500001	16000000	3	0	84	500000	15750001	0
3.081	3	26.62463182	3	16000001	16500000	3	0	85	500000	16250001	0
3.082	3	26.62463192	3	16500001	17000000	3	0	86	500000	16750001	0
3.083	3	26.62463202	3	17000001	17500000	3	0	87	500000	17250001	0
3.084	3	26.62463212	3	17500001	18000000	3	0	88	500000	17750001	0
3.085	3	26.62463222	3	18000001	18500000	3	0	89	500000	18250001	0
3.086	3	26.62463232	3	18500001	19000000	3	0	90	500000	18750001	0
3.087	3	26.62463242	3	19000001	19500000	3	0	91	500000	19250001	0
3.088	3	26.62463252	3	19500001	20000000	3	0	92	500000	19750001	0
3.089	3	26.62463262	3	20000001	20500000	3	0	93	500000	20250001	0
3.09	3	26.62463272	3	20500001	21000000	3	0	94	500000	20750001	0
3.091	3	26.62463282	3	21000001	21500000	3	0	95	500000	21250001	0
3.096	3	25.50900932	3	21500001	22000000	3	0.0796178343949045	37	500000	21750001	0.159235668789809
3.101	3	26.62463352	3	22000001	22500000	3	0	102	500000	22250001	0
3.102	3	26.62463362	3	22500001	23000000	3	0	103	500000	22750001	0
3.103	3	26.62463372	3	23000001	23500000	3	0	104	500000	23250001	0
3.104	3	26.62463382	3	23500001	24000000	3	0	105	500000	23750001	0
3.105	3	26.62463392	3	24000001	24500000	3	0	106	500000	24250001	0
3.106	3	26.62463402	3	24500001	25000000	3	0.159235668789809	107	500000	24750001	0.318471337579618
3.111	3	26.62463442	3	25000001	25500000	3	0	111	500000	25250001	0
3.116	3	26.62463492	3	25500001	26000000	3	0	116	500000	25750001	0
3.117	3	26.62463502	3	26000001	26500000	3	0	117	500000	26250001	0
3.118	3	27.10358862	3	26500001	27000000	3	0.0796178343949045	121	500000	26750001	0.159235668789809
3.119	3	27.10358852	3	27000001	27500000	3	0	120	500000	27250001	0
3.12	3	26.62463512	3	27500001	28000000	3	0.159235668789809	118	500000	27750001	0.318471337579618
3.121	3	27.10358842	3	28000001	28500000	3	0.318471337579618	119	500000	28250001	0.636942675159236
3.122	3	27.74282127	3	28500001	29000000	3	0.557324840764331	122	500000	28750001	1.11464968152866
3.123	3	28.22119056	3	29000001	29500000	3	0.159235668789809	125	500000	29250001	0.318471337579618
3.124	3	27.74282137	3	29500001	30000000	3	0.159235668789809	123	500000	29750001	0.318471337579618
3.125	3	28.06189459	3	30000001	30500000	3	0.238853503184713	124	500000	30250001	0.477707006369427
3.126	3	28.38048651	3	30500001	31000000	3	0.238853503184713	126	500000	30750001	0.477707006369427
3.127	3	28.6995244	3	31000001	31500000	3	0.398089171974522	127	500000	31250001	0.796178343949045
3.128	3	29.17873663	3	31500001	32000000	3	0.318471337579618	128	500000	31750001	0.636942675159236
3.129	3	29.36907535	3	32000001	32500000	3	0.477707006369427	129	500000	32250001	0.955414012738854
3.13	3	30.14335863	3	32500001	33000000	3	0.796178343949045	130	500000	32750001	1.59235668789809
3.131	3	30.86340692	3	33000001	33500000	3	0.636942675159236	131	500000	33250001	1.27388535031847
3.132	3	31.47687096	3	33500001	34000000	3	0.71656050955414	132	500000	33750001	1.43312101910828
3.133	3	32.46967312	3	34000001	34500000	3	1.51273885350318	133	500000	34250001	3.02547770700637
3.134	3	33.40137115	3	34500001	35000000	3	1.03503184713376	134	500000	34750001	2.07006369426752
3.135	3	34.78299736	3	35000001	35500000	3	1.59235668789809	135	500000	35250001	3.18471337579618
3.136	3	37.30761675	3	35500001	36000000	3	2.14968152866242	136	500000	35750001	4.29936305732484
3.137	3	38.18190395	3	36000001	36500000	3	2.38853503184713	137	500000	36250001	4.77707006369427
3.138	3	41.71926336	3	36500001	37000000	3	3.34394904458599	138	500000	36750001	6.68789808917197
3.139	3	43.52679896	3	37000001	37500000	3	3.10509554140127	139	500000	37250001	6.21019108280255
3.14	3	47.90745255	3	37500001	38000000	3	3.42356687898089	140	500000	37750001	6.84713375796178
3.141	3	50.44042476	3	38000001	38500000	3	2.94585987261146	141	500000	38250001	5.89171974522293
3.142	3	52.45796116	3	38500001	39000000	3	1.59235668789809	142	500000	38750001	3.18471337579618
3.143	3	54.09129166	3	39000001	39500000	3	1.91082802547771	143	500000	39250001	3.82165605095541
3.144	3	56.39927703	3	39500001	40000000	3	2.07006369426752	144	500000	39750001	4.14012738853503
3.145	3	58.20421556	3	40000001	40500000	3	2.14968152866242	145	500000	40250001	4.29936305732484
3.146	3	61.49598658	3	40500001	41000000	3	2.38853503184713	146	500000	40750001	4.77707006369427
3.147	3	62.49169414	3	41000001	41500000	3	2.78662420382166	147	500000	41250001	5.57324840764331
3.148	3	66.11005265	3	41500001	42000000	3	2.38853503184713	148	500000	41750001	4.77707006369427
3.149	3	67.88454716	3	42000001	42709656	3	1.27388535031847	149	709656	42354829	1.79507444496837
4.001	4	0	4	1	500000	4	2.14968152866242	1	500000	250001	4.29936305732484
4.002	4	1.45	4	500001	1000000	4	2.07006369426752	2	500000	750001	4.14012738853503
4.003	4	4.26	4	1000001	1500000	4	4.61783439490446	3	500000	1250001	9.23566878980892
4.004	4	9.29	4	1500001	2000000	4	4.53821656050955	4	500000	1750001	9.07643312101911
4.005	4	14.62	4	2000001	2500000	4	3.98089171974522	5	500000	2250001	7.96178343949045
4.006	4	16.23	4	2500001	3000000	4	1.59235668789809	6	500000	2750001	3.18471337579618
4.007	4	18.53	4	3000001	3500000	4	2.22929936305732	7	500000	3250001	4.45859872611465
4.008	4	19.67	4	3500001	4000000	4	1.8312101910828	8	500000	3750001	3.6624203821656
4.009	4	22.22	4	4000001	4500000	4	2.54777070063694	9	500000	4250001	5.09554140127389
4.01	4	24.47	4	4500001	5000000	4	1.35350318471338	10	500000	4750001	2.70700636942675
4.011	4	25.03	4	5000001	5500000	4	1.27388535031847	11	500000	5250001	2.54777070063694
4.016	4	45.39	4	5500001	6000000	4	0.796178343949045	110	500000	5750001	1.59235668789809
4.021	4	27.39	4	6000001	6500000	4	1.51273885350318	19	500000	6250001	3.02547770700637
4.022	4	28.9	4	6500001	7000000	4	0.955414012738854	20	500000	6750001	1.91082802547771
4.023	4	29.74	4	7000001	7500000	4	0.955414012738854	21	500000	7250001	1.91082802547771
4.024	4	31.09	4	7500001	8000000	4	1.11464968152866	22	500000	7750001	2.22929936305732
4.025	4	31.64	4	8000001	8500000	4	0.238853503184713	23	500000	8250001	0.477707006369427
4.026	4	31.64	4	8500001	9000000	4	1.91082802547771	24	500000	8750001	3.82165605095541
4.027	4	34.16	4	9000001	9500000	4	1.19426751592357	25	500000	9250001	2.38853503184713
4.028	4	34.76	4	9500001	10000000	4	0.636942675159236	26	500000	9750001	1.27388535031847
4.029	4	35.59	4	10000001	10500000	4	0.636942675159236	27	500000	10250001	1.27388535031847
4.03	4	35.81	4	10500001	11000000	4	0.557324840764331	28	500000	10750001	1.11464968152866
4.031	4	37.05	4	11000001	11500000	4	0.875796178343949	29	500000	11250001	1.7515923566879
4.032	4	37.26	4	11500001	12000000	4	0.238853503184713	30	500000	11750001	0.477707006369427
4.033	4	37.58	4	12000001	12500000	4	0.238853503184713	31	500000	12250001	0.477707006369427
4.034	4	37.97	4	12500001	13000000	4	0.636942675159236	32	500000	12750001	1.27388535031847
4.035	4	38.85	4	13000001	14000000	4	0.238853503184713	38	1000000	13500001	0.238853503184713
4.036	4	38.85	4	14000001	15000000	4	0	37	1000000	14500001	0
4.037	4	38.85	4	15000001	16000000	4	0	36	1000000	15500001	0
4.038	4	38.85	4	16000001	17000000	4	0.238853503184713	35	1000000	16500001	0.238853503184713
4.039	4	38.37	4	17000001	17500000	4	0.398089171974522	34	500000	17250001	0.796178343949045
4.044	4	45.39	4	17500001	18000000	4	0.636942675159236	108	500000	17750001	1.27388535031847
4.049	4	40.13	4	18000001	18500000	4	0.557324840764331	42	500000	18250001	1.11464968152866
4.054	4	40.29	4	18500001	19000000	4	0.398089171974522	47	500000	18750001	0.796178343949045
4.059	4	40.77	4	19000001	19500000	4	0.477707006369427	48	500000	19250001	0.955414012738854
4.064	4	41.57	4	19500001	20000000	4	0.477707006369427	58	500000	19750001	0.955414012738854
4.069	4	41.41	4	20000001	20500000	4	0.557324840764331	56	500000	20250001	1.11464968152866
4.074	4	42.36	4	20500001	21000000	4	0.398089171974522	64	500000	20750001	0.796178343949045
4.079	4	42.52	4	21000001	21500000	4	0.318471337579618	67	500000	21250001	0.636942675159236
4.084	4	43	4	21500001	22000000	4	0.71656050955414	78	500000	21750001	1.43312101910828
4.089	4	43.92	4	22000001	22500000	4	0.955414012738854	80	500000	22250001	1.91082802547771
4.094	4	44.6	4	22500001	23000000	4	0.159235668789809	85	500000	22750001	0.318471337579618
4.099	4	44.92	4	23000001	23500000	4	0.0796178343949045	93	500000	23250001	0.159235668789809
4.104	4	44.92	4	23500001	24000000	4	0.159235668789809	95	500000	23750001	0.318471337579618
4.109	4	44.92	4	24000001	24500000	4	0	97	500000	24250001	0
4.11	4	45	4	24500001	25000000	4	0.159235668789809	98	500000	24750001	0.318471337579618
4.111	4	45.08	4	25000001	25500000	4	0	99	500000	25250001	0
4.112	4	45.08	4	25500001	26000000	4	0.0796178343949045	100	500000	25750001	0.159235668789809
4.113	4	45.24	4	26000001	27000000	4	0.0796178343949045	101	1000000	26500001	0.0796178343949045
4.114	4	45.39	4	27000001	28000000	4	0	114	1000000	27500001	0
4.115	4	45.39	4	28000001	29000000	4	0	115	1000000	28500001	0
4.116	4	45.39	4	29000001	30000000	4	0	116	1000000	29500001	0
4.117	4	45.39	4	30000001	31000000	4	0.159235668789809	117	1000000	30500001	0.159235668789809
4.118	4	45.71	4	31000001	32000000	4	0.318471337579618	118	1000000	31500001	0.318471337579618
4.119	4	46.03	4	32000001	33000000	4	0.159235668789809	119	1000000	32500001	0.159235668789809
4.12	4	46.03	4	33000001	34000000	4	0	120	1000000	33500001	0
4.121	4	46.03	4	34000001	35000000	4	0.398089171974522	121	1000000	34500001	0.398089171974522
4.122	4	46.67	4	35000001	35500000	4	0.398089171974522	122	500000	35250001	0.796178343949045
4.123	4	47.05	4	35500001	36000000	4	0.477707006369427	123	500000	35750001	0.955414012738854
4.124	4	47.63	4	36000001	36500000	4	0.318471337579618	124	500000	36250001	0.636942675159236
4.125	4	48.27	4	36500001	37000000	4	0.477707006369427	128	500000	36750001	0.955414012738854
4.126	4	47.63	4	37000001	37500000	4	0.0796178343949045	125	500000	37250001	0.159235668789809
4.127	4	47.79	4	37500001	38000000	4	0.0796178343949045	126	500000	37750001	0.159235668789809
4.128	4	47.79	4	38000001	38500000	4	0.238853503184713	127	500000	38250001	0.477707006369427
4.129	4	48.71	4	38500001	39000000	4	1.19426751592357	129	500000	38750001	2.38853503184713
4.13	4	49.95	4	39000001	39500000	4	1.19426751592357	130	500000	39250001	2.38853503184713
4.131	4	51.19	4	39500001	40000000	4	1.03503184713376	131	500000	39750001	2.07006369426752
4.132	4	51.99	4	40000001	40500000	4	2.38853503184713	132	500000	40250001	4.77707006369427
4.133	4	54.37	4	40500001	41000000	4	1.43312101910828	133	500000	40750001	2.86624203821656
4.134	4	57.64	4	41000001	41500000	4	2.86624203821656	134	500000	41250001	5.73248407643312
4.135	4	58.26	4	41500001	42000000	4	0.318471337579618	135	500000	41750001	0.636942675159236
4.136	4	58.67	4	42000001	42500000	4	2.86624203821656	136	500000	42250001	5.73248407643312
4.137	4	64.5	4	42500001	43000000	4	4.93630573248408	137	500000	42750001	9.87261146496815
4.138	4	67.1	4	43000001	43500000	4	3.02547770700637	138	500000	43250001	6.05095541401274
4.139	4	71.75	4	43500001	44000000	4	5.3343949044586	139	500000	43750001	10.6687898089172
4.14	4	76.61	4	44000001	44500000	4	5.73248407643312	140	500000	44250001	11.4649681528662
4.141	4	83.13	4	44500001	45000000	4	7.72292993630573	141	500000	44750001	15.4458598726115
4.142	4	88.31	4	45000001	45830269	4	3.18471337579618	142	830269	45415135.5	3.83576091097726
5.01	5	0	5	1	500000	5	0.557324840764331	1	500000	250001	1.11464968152866
5.02	5	0.22	5	500001	1000000	5	2.07006369426752	2	500000	750001	4.14012738853503
